Date,EURUSD,US3M,EUR3M,EUR3M fwd,EURIBOR
9/1/2004,1.2188,1.8,2.115,-9.72,2.115
9/2/2004,1.2175,1.81,2.111,-9.64,2.111
9/3/2004,1.2058,1.82,2.114,-8.55,2.114
9/6/2004,1.2064,1.85,2.116,-8.35,2.116
9/7/2004,1.2109,1.86,2.116,-8.2,2.116
9/8/2004,1.2183,1.8625,2.115,-8.24,2.115
9/9/2004,1.2214,1.87,2.116,-7.96,2.116
9/10/2004,1.2262,1.87438,2.116,-8.3,2.116
9/13/2004,1.2261,1.88,2.116,-7.98,2.116
9/14/2004,1.2254,1.88,2.116,-7.8,2.116
9/15/2004,1.2151,1.88813,2.116,-7.4,2.116
9/16/2004,1.2182,1.91,2.116,-6.72,2.116
9/17/2004,1.2187,1.91,2.116,-6.65,2.116
9/20/2004,1.2176,1.91875,2.115,-6.33,2.115
9/21/2004,1.2336,1.93,2.116,-6.2,2.116
9/22/2004,1.2269,1.94125,2.116,-5.75,2.116
9/23/2004,1.2271,1.95,2.116,-5.75,2.116
9/24/2004,1.2276,1.96,2.116,-5.2,2.116
9/27/2004,1.2293,1.97,2.116,-5.12,2.116
9/28/2004,1.2328,1.975,2.116,-5,2.116
9/29/2004,1.2333,2.00563,2.149,-4.7,2.149
9/30/2004,1.2436,2.02,2.15,-4.08,2.15
10/1/2004,1.2417,2.0275,2.148,-4,2.148
10/4/2004,1.2288,2.03125,2.149,-3.68,2.149
10/5/2004,1.2313,2.04,2.149,-3.65,2.149
10/6/2004,1.2288,2.045,2.15,-3.18,2.15
10/7/2004,1.2285,2.06,2.15,-3.08,2.15
10/8/2004,1.2409,2.06,2.149,-3.55,2.149
10/11/2004,1.2389,2.0525,2.146,-3.35,2.146
10/12/2004,1.2328,2.05813,2.146,-3.49,2.146
10/13/2004,1.2348,2.07,2.148,-3.34,2.148
10/14/2004,1.2388,2.07,2.147,-3.05,2.147
10/15/2004,1.2469,2.07,2.146,-2.93,2.146
10/18/2004,1.2494,2.07875,2.145,-2.68,2.145
10/19/2004,1.2513,2.08,2.144,-2.6,2.144
10/20/2004,1.259,2.09,2.144,-2.35,2.144
10/21/2004,1.2616,2.1,2.145,-2.15,2.145
10/22/2004,1.2683,2.11,2.145,-2.05,2.145
10/25/2004,1.2807,2.11,2.145,-2.1,2.145
10/26/2004,1.2769,2.11938,2.147,-1.68,2.147
10/27/2004,1.2713,2.13,2.146,-1.1,2.146
10/28/2004,1.2746,2.16,2.152,-0.68,2.152
10/29/2004,1.2798,2.17,2.153,-0.4,2.153
11/1/2004,1.2752,2.18,2.152,-0.15,2.152
11/2/2004,1.2744,2.19,2.153,0.2,2.153
11/3/2004,1.2821,2.2,2.158,0.18,2.158
11/4/2004,1.2872,2.21,2.161,0.95,2.161
11/5/2004,1.2964,2.22,2.161,2.25,2.161
11/8/2004,1.292,2.26,2.169,2.95,2.169
11/9/2004,1.29,2.27375,2.17,2.95,2.17
11/10/2004,1.2889,2.27625,2.171,3.2,2.171
11/11/2004,1.2907,2.29,2.172,3.43,2.172
11/12/2004,1.2974,2.29,2.172,3.6,2.172
11/15/2004,1.295,2.3,2.173,3.7,2.173
11/16/2004,1.2957,2.31,2.174,4.43,2.174
11/17/2004,1.3032,2.33,2.174,4.68,2.174
11/18/2004,1.296,2.33875,2.176,4.93,2.176
11/19/2004,1.3023,2.345,2.176,5.15,2.176
11/22/2004,1.3049,2.36,2.177,5.97,2.177
11/23/2004,1.3087,2.38,2.177,6.4,2.177
11/24/2004,1.3187,2.38063,2.176,6.45,2.176
11/25/2004,1.3269,2.39,2.176,6.65,2.176
11/26/2004,1.3297,2.4,2.177,6.9,2.177
11/29/2004,1.3282,2.4,2.176,7.25,2.176
11/30/2004,1.3279,2.41,2.176,7.7,2.176
12/1/2004,1.3346,2.41875,2.174,7.75,2.174
12/2/2004,1.327,2.4375,2.172,8.45,2.172
12/3/2004,1.3454,2.44,2.174,8.3,2.174
12/6/2004,1.3409,2.44,2.17,8.68,2.17
12/7/2004,1.3419,2.45,2.171,9.2,2.171
12/8/2004,1.3337,2.46,2.17,9.55,2.17
12/9/2004,1.3311,2.47,2.17,9.92,2.17
12/10/2004,1.3226,2.48,2.173,9.65,2.173
12/13/2004,1.3312,2.49,2.174,10.33,2.174
12/14/2004,1.3296,2.5,2.175,10.3,2.175
12/15/2004,1.3392,2.50125,2.175,10.8,2.175
12/16/2004,1.3244,2.51,2.175,10.88,2.175
12/17/2004,1.3307,2.52,2.175,10.68,2.175
12/20/2004,1.3396,2.52125,2.177,10.83,2.177
12/21/2004,1.3372,2.53,2.176,10.95,2.176
12/22/2004,1.339,2.53,2.176,11.13,2.176
12/23/2004,1.3515,2.54875,2.178,11.85,2.178
12/24/2004,1.3531,2.55,2.178,11.85,2.178
12/27/2004,1.3617,2.55,2.178,11.95,2.178
12/28/2004,1.3613,2.55,2.179,12.45,2.179
12/29/2004,1.3607,2.56,2.18,12.88,2.18
12/30/2004,1.3637,2.56,2.158,13.82,2.158
12/31/2004,1.3554,2.56438,2.155,13.8,2.155
1/3/2005,1.3465,2.56438,2.154,13.9,2.154
1/4/2005,1.3279,2.57,2.151,13.93,2.151
1/5/2005,1.3262,2.59,2.151,14.25,2.151
1/6/2005,1.3173,2.61,2.15,14.83,2.15
1/7/2005,1.3054,2.61,2.146,14.64,2.146
1/10/2005,1.3074,2.62,2.146,14.8,2.146
1/11/2005,1.3107,2.63,2.146,15.25,2.146
1/12/2005,1.3255,2.64,2.145,16.2,2.145
1/13/2005,1.3224,2.66,2.144,16.25,2.144
1/14/2005,1.3112,2.66,2.144,16.35,2.144
1/17/2005,1.3067,2.67,2.143,16.57,2.143
1/18/2005,1.302,2.67,2.144,16.52,2.144
1/19/2005,1.301,2.68,2.143,17.5,2.143
1/20/2005,1.2963,2.6925,2.144,17.09,2.144
1/21/2005,1.3039,2.7,2.143,17.22,2.143
1/24/2005,1.306,2.7,2.143,17.43,2.143
1/25/2005,1.2973,2.7,2.144,17.63,2.144
1/26/2005,1.3073,2.71,2.143,17.8,2.143
1/27/2005,1.3046,2.73,2.144,18.78,2.144
1/28/2005,1.3038,2.7425,2.144,18.79,2.144
1/31/2005,1.3039,2.75,2.142,18.91,2.142
2/1/2005,1.3047,2.75,2.142,18.95,2.142
2/2/2005,1.3027,2.75,2.141,20.3,2.141
2/3/2005,1.2975,2.77,2.144,19.72,2.144
2/4/2005,1.2869,2.77,2.142,19.63,2.142
2/7/2005,1.2757,2.77,2.142,19.35,2.142
2/8/2005,1.2762,2.77063,2.141,19.4,2.141
2/9/2005,1.2805,2.77438,2.142,20.15,2.142
2/10/2005,1.2874,2.79,2.14,20.45,2.14
2/11/2005,1.2866,2.79438,2.14,20.75,2.14
2/14/2005,1.2976,2.8,2.139,20.9,2.139
2/15/2005,1.3027,2.81,2.136,21.2,2.136
2/16/2005,1.3029,2.82,2.135,22.38,2.135
2/17/2005,1.3071,2.8475,2.135,22.71,2.135
2/18/2005,1.3072,2.85,2.135,22.74,2.135
2/21/2005,1.3069,2.86,2.135,22.57,2.135
2/22/2005,1.3259,2.87,2.135,23.31,2.135
2/23/2005,1.3216,2.87313,2.135,25.03,2.135
2/24/2005,1.3198,2.89,2.136,25.05,2.136
2/25/2005,1.3245,2.91,2.136,25.05,2.136
2/28/2005,1.3228,2.92,2.136,25.6,2.136
3/1/2005,1.3188,2.93,2.136,25.98,2.136
3/2/2005,1.3142,2.94,2.135,26.05,2.135
3/3/2005,1.311,2.95,2.135,26.55,2.135
3/4/2005,1.3237,2.95875,2.134,26.75,2.134
3/7/2005,1.3214,2.96,2.133,26.9,2.133
3/8/2005,1.3344,2.97,2.134,28.15,2.134
3/9/2005,1.3392,2.98,2.134,28.56,2.134
3/10/2005,1.3418,3,2.134,28.93,2.134
3/11/2005,1.3458,3.01,2.135,29.23,2.135
3/14/2005,1.3369,3.02,2.135,29.43,2.135
3/15/2005,1.3307,3.03,2.135,30.35,2.135
3/16/2005,1.3417,3.04,2.135,30.2,2.135
3/17/2005,1.3377,3.05,2.136,29.95,2.136
3/18/2005,1.3326,3.05,2.135,30.08,2.135
3/21/2005,1.3157,3.0525,2.135,29.95,2.135
3/22/2005,1.3087,3.06,2.138,30,2.138
3/23/2005,1.2986,3.09,2.142,30.3,2.142
3/24/2005,1.2939,3.09,2.143,30.1,2.143
3/25/2005,1.2959,3.09,2.143,30.08,2.143
3/28/2005,1.2898,3.09,2.143,29.4,2.143
3/29/2005,1.2922,3.0925,2.144,29.78,2.144
3/30/2005,1.2915,3.1,2.146,31,2.146
3/31/2005,1.2964,3.12,2.147,30.85,2.147
4/1/2005,1.2914,3.12,2.147,30.15,2.147
4/4/2005,1.2847,3.12,2.147,30.41,2.147
4/5/2005,1.2869,3.1225,2.147,30.4,2.147
4/6/2005,1.2871,3.12313,2.148,30.45,2.148
4/7/2005,1.2857,3.13,2.146,31.15,2.146
4/8/2005,1.2932,3.13,2.144,31.38,2.144
4/11/2005,1.2972,3.14,2.142,31.75,2.142
4/12/2005,1.2922,3.14,2.14,31.65,2.14
4/13/2005,1.2915,3.14063,2.138,32.1,2.138
4/14/2005,1.2812,3.15,2.137,31.73,2.137
4/15/2005,1.2924,3.15,2.136,31.8,2.136
4/18/2005,1.3025,3.14475,2.134,31.95,2.134
4/19/2005,1.3064,3.15,2.134,32.48,2.134
4/20/2005,1.3087,3.15,2.135,32.62,2.135
4/21/2005,1.3047,3.16063,2.133,33.1,2.133
4/22/2005,1.3065,3.17,2.133,33.42,2.133
4/25/2005,1.3007,3.18,2.129,33.48,2.129
4/26/2005,1.2985,3.18688,2.129,33.66,2.129
4/27/2005,1.293,3.19,2.129,33.75,2.129
4/28/2005,1.2893,3.21,2.128,34.5,2.128
4/29/2005,1.2873,3.21,2.126,34.91,2.126
5/2/2005,1.2864,3.21,2.126,34.95,2.126
5/3/2005,1.2873,3.21938,2.126,35.15,2.126
5/4/2005,1.2948,3.22,2.125,36.48,2.125
5/5/2005,1.2958,3.2285,2.126,35.2,2.126
5/6/2005,1.2819,3.23,2.125,35.63,2.125
5/9/2005,1.2842,3.25,2.128,35.9,2.128
5/10/2005,1.288,3.25,2.125,35.95,2.125
5/11/2005,1.2815,3.26,2.125,36.77,2.125
5/12/2005,1.2696,3.26813,2.126,36.01,2.126
5/13/2005,1.2633,3.27,2.125,35.7,2.125
5/16/2005,1.2642,3.27,2.126,35.9,2.126
5/17/2005,1.2607,3.27,2.126,35.89,2.126
5/18/2005,1.2679,3.28,2.126,36.88,2.126
5/19/2005,1.2644,3.28438,2.125,36.55,2.125
5/20/2005,1.2559,3.29,2.126,36.45,2.126
5/23/2005,1.2578,3.29375,2.126,36.6,2.126
5/24/2005,1.2585,3.29875,2.126,36.8,2.126
5/25/2005,1.2601,3.31,2.125,37.88,2.125
5/26/2005,1.2512,3.32,2.125,37.45,2.125
5/27/2005,1.2586,3.33,2.125,37.59,2.125
5/30/2005,1.2476,3.33,2.124,37.76,2.124
5/31/2005,1.2304,3.3375,2.127,37.2,2.127
6/1/2005,1.218,3.35,2.124,38.3,2.124
6/2/2005,1.2267,3.35,2.115,37.64,2.115
6/3/2005,1.2236,3.36,2.115,37.65,2.115
6/6/2005,1.2259,3.37,2.116,38,2.116
6/7/2005,1.2285,3.37,2.116,38.15,2.116
6/8/2005,1.2234,3.37938,2.113,39.16,2.113
6/9/2005,1.223,3.39,2.113,38.65,2.113
6/10/2005,1.2119,3.4,2.114,38.6,2.114
6/13/2005,1.2109,3.41,2.111,38.85,2.111
6/14/2005,1.2032,3.41375,2.111,38.99,2.111
6/15/2005,1.2115,3.42063,2.112,40.07,2.112
6/16/2005,1.2108,3.43,2.116,39.69,2.116
6/17/2005,1.2286,3.43938,2.116,40.35,2.116
6/20/2005,1.2154,3.44375,2.116,40.71,2.116
6/21/2005,1.2183,3.45188,2.108,41.11,2.108
6/22/2005,1.2129,3.46,2.104,42.55,2.104
6/23/2005,1.2039,3.47,2.102,41.45,2.102
6/24/2005,1.2092,3.47813,2.104,41.6,2.104
6/27/2005,1.2165,3.48,2.104,41.9,2.104
6/28/2005,1.2054,3.49,2.103,41.93,2.103
6/29/2005,1.207,3.50438,2.104,43.08,2.104
6/30/2005,1.2108,3.51625,2.106,43.05,2.106
7/1/2005,1.1959,3.52875,2.107,42.88,2.107
7/4/2005,1.1902,3.5475,2.111,42.93,2.111
7/5/2005,1.1912,3.55,2.114,42.82,2.114
7/6/2005,1.1933,3.56,2.115,44.78,2.115
7/7/2005,1.195,3.55,2.114,43.23,2.114
7/8/2005,1.1967,3.56063,2.114,43.63,2.114
7/11/2005,1.2072,3.57,2.115,43.94,2.115
7/12/2005,1.2241,3.58,2.117,44.85,2.117
7/13/2005,1.2094,3.59875,2.119,45.95,2.119
7/14/2005,1.2084,3.60875,2.119,45.1,2.119
7/15/2005,1.2035,3.61438,2.122,45.05,2.122
7/18/2005,1.2052,3.62,2.123,45.35,2.123
7/19/2005,1.2034,3.63,2.123,45.25,2.123
7/20/2005,1.2139,3.64,2.124,47.04,2.124
7/21/2005,1.2171,3.65,2.123,46.61,2.123
7/22/2005,1.2065,3.66,2.124,46.5,2.124
7/25/2005,1.206,3.6625,2.124,46.6,2.124
7/26/2005,1.2015,3.66913,2.125,46.45,2.125
7/27/2005,1.2068,3.68,2.126,48.03,2.126
7/28/2005,1.2139,3.69313,2.124,47.83,2.124
7/29/2005,1.2123,3.7,2.125,48.04,2.125
8/1/2005,1.2181,3.71,2.126,48.63,2.126
8/2/2005,1.2191,3.72,2.127,48.83,2.127
8/3/2005,1.2337,3.73313,2.131,50.75,2.131
8/4/2005,1.2384,3.74688,2.131,50.45,2.131
8/5/2005,1.2359,3.75,2.132,50.65,2.132
8/8/2005,1.2351,3.76,2.133,50.92,2.133
8/9/2005,1.237,3.78,2.134,52.97,2.134
8/10/2005,1.2382,3.78,2.134,52.58,2.134
8/11/2005,1.2471,3.79,2.134,52.05,2.134
8/12/2005,1.2441,3.79,2.134,52,2.134
8/15/2005,1.2368,3.79688,2.135,51.95,2.135
8/16/2005,1.2364,3.80188,2.135,52.1,2.135
8/17/2005,1.2271,3.81,2.134,53.18,2.134
8/18/2005,1.2175,3.82,2.132,51.85,2.132
8/19/2005,1.2153,3.82288,2.132,51.9,2.132
8/22/2005,1.2229,3.83,2.132,52.95,2.132
8/23/2005,1.2236,3.83625,2.133,52.65,2.133
8/24/2005,1.2272,3.84063,2.132,54,2.132
8/25/2005,1.2301,3.86,2.133,53.62,2.133
8/26/2005,1.2289,3.86,2.132,53.75,2.132
8/29/2005,1.2235,3.86,2.133,53.25,2.133
8/30/2005,1.2221,3.87,2.134,53,2.134
8/31/2005,1.2346,3.87,2.134,52.72,2.134
9/1/2005,1.2502,3.855,2.133,51.2,2.133
9/2/2005,1.2531,3.761,2.13,50.9,2.13
9/5/2005,1.2542,3.77625,2.131,51.21,2.131
9/6/2005,1.2465,3.79,2.132,51.38,2.132
9/7/2005,1.2417,3.79813,2.134,52.39,2.134
9/8/2005,1.2399,3.83375,2.134,52.6,2.134
9/9/2005,1.241,3.85,2.134,52.99,2.134
9/12/2005,1.2286,3.85688,2.134,52.8,2.134
9/13/2005,1.2267,3.87,2.136,53.16,2.136
9/14/2005,1.2286,3.87438,2.135,53.3,2.135
9/15/2005,1.2224,3.88563,2.136,53.4,2.136
9/16/2005,1.2237,3.89,2.136,53.7,2.136
9/19/2005,1.2142,3.92,2.136,54.22,2.136
9/20/2005,1.2115,3.92438,2.136,53.8,2.136
9/21/2005,1.2214,3.96,2.136,55.38,2.136
9/22/2005,1.2155,3.96063,2.135,55.95,2.135
9/23/2005,1.204,3.97,2.136,55.05,2.136
9/26/2005,1.2072,4,2.141,55.88,2.141
9/27/2005,1.2014,4.01,2.144,56.04,2.144
9/28/2005,1.2036,4.02038,2.146,56.26,2.146
9/29/2005,1.2032,4.05438,2.17,56.5,2.17
9/30/2005,1.2026,4.065,2.176,57.6,2.176
10/3/2005,1.1918,4.07688,2.178,57.52,2.178
10/4/2005,1.1918,4.09,2.181,57.65,2.181
10/5/2005,1.1975,4.1,2.183,59.2,2.183
10/6/2005,1.2179,4.11,2.183,59.13,2.183
10/7/2005,1.213,4.115,2.192,58.85,2.192
10/10/2005,1.2066,4.12313,2.191,58.87,2.191
10/11/2005,1.1993,4.13,2.192,58.85,2.192
10/12/2005,1.2024,4.14,2.186,61.59,2.186
10/13/2005,1.2026,4.15,2.185,60.05,2.185
10/14/2005,1.2075,4.15938,2.185,60.8,2.185
10/17/2005,1.2025,4.1675,2.187,60.36,2.187
10/18/2005,1.1959,4.17413,2.188,60.08,2.188
10/19/2005,1.1992,4.18063,2.188,61.98,2.188
10/20/2005,1.2023,4.19375,2.187,61.09,2.187
10/21/2005,1.1954,4.2,2.186,60.83,2.186
10/24/2005,1.1986,4.20625,2.185,61.15,2.185
10/25/2005,1.2106,4.21563,2.186,61.6,2.186
10/26/2005,1.2069,4.23,2.209,62.38,2.209
10/27/2005,1.2141,4.24313,2.24,61.03,2.24
10/28/2005,1.2069,4.25,2.254,60.68,2.254
10/31/2005,1.1992,4.26,2.263,60.75,2.263
11/1/2005,1.2019,4.26063,2.264,61.05,2.264
11/2/2005,1.2073,4.28,2.264,62.5,2.264
11/3/2005,1.1945,4.29063,2.273,61.64,2.273
11/4/2005,1.1813,4.3,2.265,60.85,2.265
11/7/2005,1.1805,4.30438,2.274,60.4,2.274
11/8/2005,1.1782,4.31,2.297,59.65,2.297
11/9/2005,1.1765,4.33,2.305,59.7,2.305
11/10/2005,1.1687,4.33225,2.324,59.8,2.324
11/11/2005,1.1734,4.34,2.321,59.85,2.321
11/14/2005,1.1689,4.34,2.323,59.1,2.323
11/15/2005,1.1719,4.35,2.35,59.35,2.35
11/16/2005,1.167,4.36813,2.35,61.75,2.35
11/17/2005,1.175,4.37,2.35,60.03,2.35
11/18/2005,1.1775,4.3725,2.353,57.95,2.353
11/21/2005,1.1725,4.38,2.439,57.9,2.439
11/22/2005,1.1814,4.39375,2.437,59.1,2.437
11/23/2005,1.1823,4.39,2.443,58.95,2.443
11/24/2005,1.1789,4.4,2.45,57.43,2.45
11/25/2005,1.1725,4.40063,2.45,56.4,2.45
11/28/2005,1.185,4.40625,2.461,56.95,2.461
11/29/2005,1.1779,4.41,2.473,56.76,2.473
11/30/2005,1.1788,4.42,2.473,57.1,2.473
12/1/2005,1.1737,4.44,2.474,58.35,2.474
12/2/2005,1.1718,4.44688,2.452,58.23,2.452
12/5/2005,1.1788,4.45,2.452,58.25,2.452
12/6/2005,1.178,4.45688,2.453,58.5,2.453
12/7/2005,1.1725,4.46,2.452,58.65,2.452
12/8/2005,1.1818,4.48,2.452,59.85,2.452
12/9/2005,1.1812,4.48,2.454,58.85,2.454
12/12/2005,1.1954,4.48875,2.454,59.82,2.454
12/13/2005,1.1945,4.49125,2.456,59.75,2.456
12/14/2005,1.2,4.49125,2.463,60.18,2.463
12/15/2005,1.1979,4.49688,2.475,60.65,2.475
12/16/2005,1.2013,4.5,2.481,59.97,2.481
12/19/2005,1.2007,4.5,2.486,60,2.486
12/20/2005,1.1859,4.50125,2.489,59.18,2.489
12/21/2005,1.1837,4.50375,2.49,59.14,2.49
12/22/2005,1.1868,4.51938,2.494,59.42,2.494
12/23/2005,1.1869,4.52063,2.495,59.2,2.495
12/26/2005,1.1845,4.52063,2.495,59,2.495
12/27/2005,1.1827,4.52063,2.491,59.55,2.491
12/28/2005,1.1833,4.52688,2.492,60.45,2.492
12/29/2005,1.184,4.53,2.487,59.8,2.487
12/30/2005,1.1849,4.53625,2.488,59.83,2.488
1/2/2006,1.1821,4.53625,2.488,59.75,2.488
1/3/2006,1.2019,4.54438,2.489,60.75,2.489
1/4/2006,1.2119,4.54063,2.489,61.6,2.489
1/5/2006,1.211,4.55,2.49,62.3,2.49
1/6/2006,1.2151,4.55,2.491,61.98,2.491
1/9/2006,1.2088,4.56,2.492,61.66,2.492
1/10/2006,1.2065,4.5685,2.495,61.63,2.495
1/11/2006,1.2128,4.58,2.502,61.85,2.502
1/12/2006,1.2036,4.6,2.514,62.76,2.514
1/13/2006,1.2142,4.6,2.507,63.3,2.507
1/16/2006,1.2127,4.6,2.508,62.56,2.508
1/17/2006,1.2106,4.60225,2.508,62.75,2.508
1/18/2006,1.2113,4.601,2.505,62.7,2.505
1/19/2006,1.2097,4.61375,2.516,63.1,2.516
1/20/2006,1.2135,4.62,2.52,62.67,2.52
1/23/2006,1.2307,4.62288,2.524,63.75,2.524
1/24/2006,1.228,4.63,2.527,63.8,2.527
1/25/2006,1.2241,4.63975,2.533,64.05,2.533
1/26/2006,1.2207,4.66,2.534,62.85,2.534
1/27/2006,1.2094,4.6675,2.536,61.6,2.536
1/30/2006,1.209,4.68,2.542,63.65,2.542
1/31/2006,1.2156,4.68,2.547,63.15,2.547
2/1/2006,1.2065,4.69,2.554,62.85,2.554
2/2/2006,1.2091,4.71,2.563,64.8,2.563
2/3/2006,1.2024,4.71,2.57,63.75,2.57
2/6/2006,1.1967,4.715,2.57,63.03,2.57
2/7/2006,1.1981,4.72,2.569,62.95,2.569
2/8/2006,1.1961,4.72,2.575,62.78,2.575
2/9/2006,1.198,4.74,2.585,64.4,2.585
2/10/2006,1.1904,4.74063,2.592,63.4,2.592
2/13/2006,1.1897,4.74875,2.594,62.7,2.594
2/14/2006,1.1916,4.75,2.596,62.8,2.596
2/15/2006,1.1889,4.75,2.597,62.73,2.597
2/16/2006,1.1906,4.77,2.604,63.75,2.604
2/17/2006,1.194,4.77,2.608,63.75,2.608
2/20/2006,1.1936,4.77031,2.609,63.2,2.609
2/21/2006,1.1911,4.77375,2.612,63.2,2.612
2/22/2006,1.1914,4.78,2.616,63.13,2.616
2/23/2006,1.1918,4.8,2.628,65.35,2.628
2/24/2006,1.1876,4.81,2.644,65.05,2.644
2/27/2006,1.1847,4.82,2.657,64.77,2.657
2/28/2006,1.1921,4.8225,2.664,65.18,2.664
3/1/2006,1.1923,4.83,2.666,66.52,2.666
3/2/2006,1.2039,4.84,2.674,65.9,2.674
3/3/2006,1.2045,4.85,2.684,65.95,2.684
3/6/2006,1.2017,4.86,2.688,65.98,2.688
3/7/2006,1.1888,4.87,2.692,65.8,2.692
3/8/2006,1.1925,4.88,2.694,67.48,2.694
3/9/2006,1.191,4.89,2.695,66.35,2.695
3/10/2006,1.191,4.9,2.698,66.63,2.698
3/13/2006,1.1964,4.91,2.701,67.02,2.701
3/14/2006,1.2013,4.91688,2.704,67.48,2.704
3/15/2006,1.2069,4.92,2.703,69.2,2.703
3/16/2006,1.2183,4.93,2.704,68.08,2.704
3/17/2006,1.219,4.93,2.705,68.18,2.705
3/20/2006,1.2165,4.93538,2.723,67.77,2.723
3/21/2006,1.2095,4.94,2.728,67.7,2.728
3/22/2006,1.2078,4.95031,2.737,69.1,2.737
3/23/2006,1.1973,4.96,2.739,67.25,2.739
3/24/2006,1.2036,4.96475,2.741,67.24,2.741
3/27/2006,1.2016,4.96,2.745,67.13,2.745
3/28/2006,1.2,4.96,2.772,66.29,2.772
3/29/2006,1.2024,4.97938,2.797,65.63,2.797
3/30/2006,1.2167,4.99,2.814,66.48,2.814
3/31/2006,1.2118,5,2.816,67.13,2.816
4/3/2006,1.2139,5,2.818,66.52,2.818
4/4/2006,1.2259,5.01,2.822,67.18,2.822
4/5/2006,1.2289,5.01375,2.824,67.4,2.824
4/6/2006,1.223,5.0225,2.831,69.5,2.831
4/7/2006,1.2093,5.02813,2.764,69.15,2.764
4/10/2006,1.2111,5.04469,2.763,69.65,2.763
4/11/2006,1.2145,5.05,2.762,70.05,2.762
4/12/2006,1.2104,5.06825,2.764,70.15,2.764
4/13/2006,1.2108,5.07688,2.765,70.2,2.765
4/14/2006,1.211,5.07688,2.765,70.15,2.765
4/17/2006,1.225,5.07688,2.765,70.54,2.765
4/18/2006,1.2347,5.08,2.769,71.15,2.769
4/19/2006,1.2382,5.07469,2.77,71.45,2.77
4/20/2006,1.2317,5.09,2.776,71.15,2.776
4/21/2006,1.2341,5.1,2.779,71.3,2.779
4/24/2006,1.2388,5.1075,2.783,71.75,2.783
4/25/2006,1.2431,5.11,2.79,71.56,2.79
4/26/2006,1.2454,5.12563,2.824,74.05,2.824
4/27/2006,1.2534,5.14875,2.832,72.18,2.832
4/28/2006,1.2635,5.13,2.852,72.53,2.852
5/1/2006,1.2588,5.13,2.852,72.15,2.852
5/2/2006,1.2614,5.14563,2.86,72.9,2.86
5/3/2006,1.2633,5.15,2.865,75.3,2.865
5/4/2006,1.2691,5.16,2.855,74.1,2.855
5/5/2006,1.2726,5.16625,2.859,73.76,2.859
5/8/2006,1.2713,5.16,2.866,73.55,2.866
5/9/2006,1.2758,5.16188,2.872,73.6,2.872
5/10/2006,1.2782,5.16438,2.877,75.28,2.877
5/11/2006,1.2836,5.17,2.879,74.1,2.879
5/12/2006,1.2928,5.17,2.885,74.75,2.885
5/15/2006,1.2797,5.17063,2.884,74.15,2.884
5/16/2006,1.2859,5.1725,2.883,74.3,2.883
5/17/2006,1.2743,5.17381,2.884,75.7,2.884
5/18/2006,1.2844,5.18938,2.893,74.85,2.893
5/19/2006,1.2778,5.19375,2.896,74.5,2.896
5/22/2006,1.2866,5.2075,2.901,75,2.901
5/23/2006,1.2815,5.21,2.904,74.8,2.904
5/24/2006,1.2754,5.21438,2.905,75.95,2.905
5/25/2006,1.2799,5.22,2.91,74.73,2.91
5/26/2006,1.2738,5.22688,2.913,74.4,2.913
5/29/2006,1.275,5.22688,2.919,74.4,2.919
5/30/2006,1.287,5.23063,2.922,75.15,2.922
5/31/2006,1.281,5.23813,2.926,77.5,2.926
6/1/2006,1.2804,5.27063,2.944,75.35,2.944
6/2/2006,1.2918,5.27,2.95,74.45,2.95
6/5/2006,1.2906,5.23625,2.957,74.2,2.957
6/6/2006,1.2833,5.27,2.969,75.1,2.969
6/7/2006,1.2786,5.2825,2.974,76.68,2.974
6/8/2006,1.2652,5.3,2.99,75.55,2.99
6/9/2006,1.2639,5.31,2.953,75.9,2.953
6/12/2006,1.2587,5.31938,2.953,75.9,2.953
6/13/2006,1.2534,5.32938,2.959,75.93,2.959
6/14/2006,1.2597,5.34063,2.961,78.9,2.961
6/15/2006,1.2637,5.39563,2.963,78.45,2.963
6/16/2006,1.2642,5.41375,2.966,78.45,2.966
6/19/2006,1.2577,5.42438,2.973,78.05,2.973
6/20/2006,1.2579,5.43688,2.976,78.23,2.976
6/21/2006,1.266,5.44875,2.985,80.53,2.985
6/22/2006,1.2578,5.46,2.993,78.68,2.993
6/23/2006,1.2506,5.48,2.997,78.25,2.997
6/26/2006,1.258,5.49,3.001,78.68,3.001
6/27/2006,1.2577,5.5,3.041,77.55,3.041
6/28/2006,1.2556,5.49875,3.061,76.93,3.061
6/29/2006,1.2665,5.50813,3.063,78.05,3.063
6/30/2006,1.2791,5.48063,3.056,78.35,3.056
7/3/2006,1.2803,5.48,3.055,78.55,3.055
7/4/2006,1.28,5.48563,3.055,78.75,3.055
7/5/2006,1.2724,5.48875,3.06,81.55,3.06
7/6/2006,1.2781,5.50719,3.062,78.55,3.062
7/7/2006,1.281,5.51,3.075,78.4,3.075
7/10/2006,1.2729,5.5,3.079,78.15,3.079
7/11/2006,1.2774,5.5,3.079,78.35,3.079
7/12/2006,1.2704,5.50031,3.083,79.52,3.083
7/13/2006,1.2689,5.50688,3.09,77.43,3.09
7/14/2006,1.2652,5.49813,3.092,76.55,3.092
7/17/2006,1.2518,5.49,3.1,75.93,3.1
7/18/2006,1.2505,5.5,3.104,76.13,3.104
7/19/2006,1.2586,5.52,3.114,78.13,3.114
7/20/2006,1.2628,5.51063,3.117,75.15,3.117
7/21/2006,1.2695,5.485,3.124,75.05,3.124
