Date,EURUSD,US3M,EUR3M,EUR3M fwd,EURIBOR
4/13/2010,1.3614,0.30281,0.644,1.13,0.644
4/14/2010,1.3653,0.30375,0.644,1.54,0.644
4/15/2010,1.3573,0.30438,0.644,1.74,0.644
4/16/2010,1.3503,0.30531,0.644,1.76,0.644
4/19/2010,1.3489,0.30531,0.643,1.77,0.643
4/20/2010,1.3435,0.30719,0.642,1.46,0.642
4/21/2010,1.339,0.31281,0.642,1.59,0.642
4/22/2010,1.3295,0.31578,0.644,1.55,0.644
4/23/2010,1.3384,0.32063,0.645,1.69,0.645
4/26/2010,1.3383,0.32375,0.645,1.64,0.645
4/27/2010,1.3175,0.32781,0.646,1.77,0.646
4/28/2010,1.3221,0.33781,0.654,3.59,0.654
4/29/2010,1.3233,0.34438,0.659,2.25,0.659
4/30/2010,1.3294,0.34656,0.663,2.95,0.663
5/3/2010,1.3195,0.34656,0.665,2.47,0.665
5/4/2010,1.2987,0.35313,0.668,3.65,0.668
5/5/2010,1.2814,0.36016,0.672,4.11,0.672
5/6/2010,1.262,0.37359,0.677,10.55,0.677
5/7/2010,1.2755,0.42813,0.682,9.05,0.682
5/10/2010,1.2787,0.42125,0.682,4.43,0.682
5/11/2010,1.2662,0.42281,0.682,6.74,0.682
5/12/2010,1.2614,0.43019,0.682,5.98,0.682
5/13/2010,1.2535,0.43588,0.683,6.72,0.683
5/14/2010,1.2358,0.44506,0.684,7.86,0.684
5/17/2010,1.2395,0.46,0.685,8.14,0.685
5/18/2010,1.2202,0.46469,0.688,7.1,0.688
5/19/2010,1.2415,0.4775,0.69,8.3,0.69
5/20/2010,1.2487,0.48406,0.692,8.88,0.692
5/21/2010,1.257,0.49688,0.695,10.08,0.695
5/24/2010,1.2372,0.50969,0.697,12.17,0.697
5/25/2010,1.2345,0.53625,0.697,16.25,0.697
5/26/2010,1.2178,0.53781,0.697,15.19,0.697
5/27/2010,1.2362,0.53844,0.699,10.87,0.699
5/28/2010,1.2273,0.53625,0.699,12.76,0.699
5/31/2010,1.2306,0.53625,0.701,12.96,0.701
6/1/2010,1.2229,0.53625,0.702,13.13,0.702
6/2/2010,1.2249,0.5375,0.704,13.01,0.704
6/3/2010,1.2163,0.53781,0.706,11.5,0.706
6/4/2010,1.1967,0.53656,0.707,10.91,0.707
6/7/2010,1.1923,0.53719,0.711,11.5,0.711
6/8/2010,1.1973,0.53688,0.713,10.6,0.713
6/9/2010,1.1979,0.53656,0.715,9.45,0.715
6/10/2010,1.2124,0.53644,0.718,9.35,0.718
6/11/2010,1.2112,0.53706,0.719,9.56,0.719
6/14/2010,1.2221,0.53706,0.72,9.59,0.72
6/15/2010,1.2332,0.53894,0.723,9.8,0.723
6/16/2010,1.2311,0.53894,0.727,9.82,0.727
6/17/2010,1.2389,0.53925,0.729,9.66,0.729
6/18/2010,1.2388,0.53819,0.732,9.17,0.732
6/21/2010,1.2312,0.53838,0.733,7.69,0.733
6/22/2010,1.2271,0.53825,0.737,7.81,0.737
6/23/2010,1.2311,0.53825,0.739,8.44,0.739
6/24/2010,1.2333,0.53719,0.742,7.7,0.742
6/25/2010,1.2369,0.53469,0.748,6.69,0.748
6/28/2010,1.2277,0.53344,0.754,6.6,0.754
6/29/2010,1.2188,0.533,0.761,6.96,0.761
6/30/2010,1.2238,0.53394,0.767,6.38,0.767
7/1/2010,1.2527,0.53331,0.782,5,0.782
7/2/2010,1.2566,0.53363,0.79,5.36,0.79
7/5/2010,1.2538,0.53125,0.793,5.25,0.793
7/6/2010,1.2626,0.53113,0.797,4.21,0.797
7/7/2010,1.2638,0.52988,0.802,3.24,0.802
7/8/2010,1.2698,0.5275,0.81,1.01,0.81
7/9/2010,1.2641,0.52681,0.822,0.36,0.822
7/12/2010,1.2596,0.52556,0.827,1.58,0.827
7/13/2010,1.2724,0.52594,0.835,1.07,0.835
7/14/2010,1.2743,0.52563,0.84,0.16,0.84
7/15/2010,1.295,0.52469,0.846,-1.3,0.846
7/16/2010,1.293,0.52125,0.861,-2.75,0.861
7/19/2010,1.2942,0.51781,0.87,-3.12,0.87
7/20/2010,1.288,0.5125,0.876,-2.11,0.876
7/21/2010,1.2754,0.50625,0.881,-2.21,0.881
7/22/2010,1.2893,0.49781,0.884,-2.14,0.884
7/23/2010,1.2909,0.49313,0.885,-2.13,0.885
7/26/2010,1.2994,0.4875,0.889,-2.68,0.889
7/27/2010,1.2996,0.48125,0.893,-3.2,0.893
7/28/2010,1.2995,0.475,0.896,-3.61,0.896
7/29/2010,1.3079,0.46563,0.899,-3.35,0.899
7/30/2010,1.3052,0.45375,0.896,-2.78,0.896
8/2/2010,1.3179,0.44469,0.898,-3.32,0.898
8/3/2010,1.3231,0.43469,0.899,-3.86,0.899
8/4/2010,1.3161,0.42406,0.9,-3.95,0.9
8/5/2010,1.3189,0.41813,0.904,-4.48,0.904
8/6/2010,1.328,0.41125,0.905,-5.12,0.905
8/9/2010,1.3222,0.40438,0.904,-5.68,0.904
8/10/2010,1.3177,0.39781,0.904,-5.66,0.904
8/11/2010,1.2863,0.38438,0.903,-5.25,0.903
8/12/2010,1.2829,0.37625,0.899,-3.56,0.899
8/13/2010,1.2754,0.36938,0.898,-3.78,0.898
8/16/2010,1.2827,0.36188,0.896,-3.48,0.896
8/17/2010,1.2885,0.35219,0.895,-3.65,0.895
8/18/2010,1.2853,0.34547,0.894,-3.9,0.894
8/19/2010,1.2823,0.33906,0.891,-3.55,0.891
8/20/2010,1.2712,0.32922,0.89,-3.15,0.89
8/23/2010,1.2657,0.3175,0.891,-3.1,0.891
8/24/2010,1.2627,0.3075,0.889,-2.7,0.889
8/25/2010,1.2659,0.30375,0.89,-1.75,0.89
8/26/2010,1.2716,0.29938,0.889,-2.58,0.889
8/27/2010,1.2763,0.29688,0.888,-2.46,0.888
8/30/2010,1.2663,0.29688,0.888,-2.49,0.888
8/31/2010,1.268,0.29563,0.886,-1.99,0.886
9/1/2010,1.2809,0.29563,0.886,-2.26,0.886
9/2/2010,1.2826,0.29438,0.884,-2.4,0.884
9/3/2010,1.2896,0.29281,0.883,-3.6,0.883
9/6/2010,1.2876,0.29219,0.882,-3.55,0.882
9/7/2010,1.2682,0.29188,0.881,-2.75,0.881
9/8/2010,1.272,0.2925,0.88,-2.5,0.88
9/9/2010,1.2696,0.2925,0.879,-3.09,0.879
9/10/2010,1.2679,0.29219,0.878,-3.67,0.878
9/13/2010,1.2883,0.29219,0.879,-4.4,0.879
9/14/2010,1.2998,0.29188,0.877,-4.62,0.877
9/15/2010,1.3011,0.29203,0.876,-4.75,0.876
9/16/2010,1.3078,0.29141,0.879,-4.75,0.879
9/17/2010,1.305,0.29156,0.879,-3.87,0.879
9/20/2010,1.3061,0.29031,0.876,-3.89,0.876
9/21/2010,1.3264,0.28969,0.879,-4.55,0.879
9/22/2010,1.3406,0.28938,0.879,-4.55,0.879
9/23/2010,1.3314,0.28938,0.878,-3.97,0.878
9/24/2010,1.3492,0.28938,0.879,-3.69,0.879
9/27/2010,1.3455,0.28938,0.879,-4.14,0.879
9/28/2010,1.3585,0.28938,0.88,-4.26,0.88
9/29/2010,1.3627,0.29,0.886,-5.15,0.886
9/30/2010,1.3634,0.29,0.892,-9.95,0.892
10/1/2010,1.3791,0.29063,0.942,-10.68,0.942
10/4/2010,1.3685,0.29063,0.953,-8.35,0.953
10/5/2010,1.3839,0.29,0.956,-8.43,0.956
10/6/2010,1.393,0.28969,0.959,-9.99,0.959
10/7/2010,1.3926,0.28906,0.965,-10.53,0.965
10/8/2010,1.3939,0.28906,0.972,-11.25,0.972
10/11/2010,1.3876,0.28906,0.977,-11.29,0.977
10/12/2010,1.3925,0.28906,0.982,-10.65,0.982
10/13/2010,1.3961,0.28906,0.985,-11.33,0.985
10/14/2010,1.4084,0.28906,0.987,-12.86,0.987
10/15/2010,1.3977,0.28906,0.993,-13.88,0.993
10/18/2010,1.3934,0.28906,1,-16.45,1
10/19/2010,1.3727,0.28906,1.008,-17.04,1.008
10/20/2010,1.3964,0.28844,1.016,-18.6,1.016
10/21/2010,1.392,0.28844,1.025,-16.36,1.025
10/22/2010,1.3954,0.28844,1.029,-16.75,1.029
10/25/2010,1.3965,0.28844,1.032,-16.65,1.032
10/26/2010,1.3859,0.28844,1.037,-17.9,1.037
10/27/2010,1.3769,0.28813,1.043,-17.92,1.043
10/28/2010,1.393,0.28688,1.045,-17.8,1.045
10/29/2010,1.3947,0.28594,1.045,-17.2,1.045
11/1/2010,1.3893,0.28594,1.046,-17.17,1.046
11/2/2010,1.4034,0.28594,1.047,-17.09,1.047
11/3/2010,1.4139,0.28594,1.049,-18.31,1.049
11/4/2010,1.4207,0.28563,1.05,-18.51,1.05
11/5/2010,1.4032,0.28563,1.05,-17.31,1.05
11/8/2010,1.392,0.28563,1.05,-16.14,1.05
11/9/2010,1.3773,0.28563,1.049,-15.74,1.049
11/10/2010,1.3783,0.28563,1.048,-15.82,1.048
11/11/2010,1.3667,0.28563,1.05,-14.66,1.05
11/12/2010,1.3691,0.28438,1.049,-14.89,1.049
11/15/2010,1.3587,0.28438,1.048,-13.83,1.048
11/16/2010,1.3489,0.28438,1.046,-13.55,1.046
11/17/2010,1.3529,0.28438,1.044,-13.2,1.044
11/18/2010,1.3643,0.28438,1.041,-12.27,1.041
11/19/2010,1.3673,0.28438,1.04,-12.8,1.04
11/22/2010,1.3627,0.28438,1.039,-12.39,1.039
11/23/2010,1.3367,0.28438,1.035,-11.44,1.035
11/24/2010,1.3335,0.2875,1.03,-9.95,1.03
11/25/2010,1.336,0.29188,1.031,-8.96,1.031
11/26/2010,1.3242,0.29438,1.028,-6.12,1.028
11/29/2010,1.3125,0.29594,1.027,-6.2,1.027
11/30/2010,1.2983,0.30031,1.028,-5.09,1.028
12/1/2010,1.3139,0.30344,1.026,-6.1,1.026
12/2/2010,1.3209,0.30344,1.027,-7.74,1.027
12/3/2010,1.3414,0.30344,1.027,-8.8,1.027
12/6/2010,1.3308,0.30344,1.028,-8.63,1.028
12/7/2010,1.3261,0.30219,1.029,-7.75,1.029
12/8/2010,1.3262,0.30219,1.029,-7.43,1.029
12/9/2010,1.3239,0.30219,1.029,-6.46,1.029
12/10/2010,1.3226,0.30156,1.028,-5.98,1.028
12/13/2010,1.3391,0.30156,1.026,-5.85,1.026
12/14/2010,1.3378,0.30188,1.026,-4.4,1.026
12/15/2010,1.3214,0.30188,1.025,-3.3,1.025
12/16/2010,1.3244,0.30375,1.024,-3.21,1.024
12/17/2010,1.3188,0.30375,1.023,-4,1.023
12/20/2010,1.3131,0.30281,1.022,-3.8,1.022
12/21/2010,1.31,0.30281,1.022,-5.41,1.022
12/22/2010,1.31,0.30281,1.021,-4.7,1.021
12/23/2010,1.3114,0.30281,1.015,-4.2,1.015
12/24/2010,1.3122,0.30281,1.014,-4.15,1.014
12/27/2010,1.3165,0.30281,1.014,-4.15,1.014
12/28/2010,1.3115,0.30281,1.014,-3.75,1.014
12/29/2010,1.3225,0.30281,1.013,-3.76,1.013
12/30/2010,1.3291,0.30281,1.01,-3.9,1.01
12/31/2010,1.3384,0.30281,1.006,-4.03,1.006
1/3/2011,1.3361,0.30281,1.001,-3.77,1.001
1/4/2011,1.3308,0.30281,0.999,-5.98,0.999
1/5/2011,1.3149,0.30281,0.998,-6.94,0.998
1/6/2011,1.3003,0.30313,0.997,-5.77,0.997
1/7/2011,1.2907,0.30313,0.997,-6,0.997
1/10/2011,1.2951,0.30313,0.995,-5.39,0.995
1/11/2011,1.2974,0.30313,0.995,-6.43,0.995
1/12/2011,1.3131,0.30313,0.995,-7.93,0.995
1/13/2011,1.3364,0.30313,0.998,-9.01,0.998
1/14/2011,1.3388,0.30313,1.006,-9.22,1.006
1/17/2011,1.3294,0.30313,1.009,-9.35,1.009
1/18/2011,1.3387,0.30313,1.012,-10.53,1.012
1/19/2011,1.3473,0.30313,1.014,-9.83,1.014
1/20/2011,1.3473,0.30313,1.016,-11.85,1.016
1/21/2011,1.3621,0.30313,1.025,-13.15,1.025
1/24/2011,1.3638,0.30313,1.029,-11.87,1.029
1/25/2011,1.3681,0.30438,1.031,-15.16,1.031
1/26/2011,1.3713,0.30438,1.051,-14.65,1.051
1/27/2011,1.3734,0.30438,1.057,-14.76,1.057
1/28/2011,1.3611,0.30438,1.063,-14.65,1.063
1/31/2011,1.3694,0.30438,1.074,-15.27,1.074
2/1/2011,1.3829,0.3105,1.082,-14.76,1.082
2/2/2011,1.3811,0.3105,1.083,-15.16,1.083
2/3/2011,1.3634,0.3105,1.087,-14.78,1.087
2/4/2011,1.3581,0.3115,1.088,-14.2,1.088
2/7/2011,1.3583,0.312,1.084,-13.45,1.084
2/8/2011,1.3625,0.312,1.079,-15.1,1.079
2/9/2011,1.3733,0.312,1.089,-15.54,1.089
2/10/2011,1.3603,0.312,1.094,-15.01,1.094
2/11/2011,1.3554,0.313,1.093,-14.6,1.093
2/14/2011,1.3489,0.314,1.091,-14.53,1.091
2/15/2011,1.3487,0.3135,1.09,-14.56,1.09
2/16/2011,1.3569,0.3135,1.089,-14.67,1.089
2/17/2011,1.3609,0.3135,1.086,-14.54,1.086
2/18/2011,1.3693,0.3125,1.078,-13.96,1.078
2/21/2011,1.3678,0.3125,1.079,-13.93,1.079
2/22/2011,1.365,0.3125,1.082,-15.01,1.082
2/23/2011,1.3749,0.3115,1.087,-16.15,1.087
2/24/2011,1.38,0.3105,1.088,-16.6,1.088
2/25/2011,1.3754,0.3105,1.092,-16.57,1.092
2/28/2011,1.3806,0.3095,1.094,-16.81,1.094
3/1/2011,1.3777,0.3095,1.096,-16.46,1.096
3/2/2011,1.3866,0.3095,1.095,-16.52,1.095
3/3/2011,1.3969,0.3095,1.098,-19.72,1.098
3/4/2011,1.3987,0.3095,1.162,-20.52,1.162
3/7/2011,1.3968,0.3095,1.172,-20.85,1.172
3/8/2011,1.3905,0.3095,1.18,-20.73,1.18
3/9/2011,1.3909,0.3095,1.179,-21.02,1.179
3/10/2011,1.3798,0.3095,1.175,-19.1,1.175
3/11/2011,1.3903,0.3095,1.173,-18.86,1.173
3/14/2011,1.3992,0.309,1.174,-19.68,1.174
3/15/2011,1.3998,0.309,1.167,-18.52,1.167
3/16/2011,1.39,0.309,1.17,-18.95,1.17
3/17/2011,1.4021,0.309,1.17,-20.1,1.17
3/18/2011,1.4182,0.309,1.172,-21.05,1.172
3/21/2011,1.4226,0.309,1.179,-21.9,1.179
3/22/2011,1.4196,0.309,1.185,-22.5,1.185
3/23/2011,1.4088,0.308,1.191,-22.75,1.191
3/24/2011,1.4177,0.3085,1.197,-22.95,1.197
3/25/2011,1.4088,0.3075,1.203,-23.1,1.203
3/28/2011,1.4087,0.307,1.21,-24.13,1.21
3/29/2011,1.4113,0.307,1.219,-24.77,1.219
3/30/2011,1.4127,0.3045,1.231,-24.68,1.231
3/31/2011,1.4158,0.303,1.239,-26.08,1.239
4/1/2011,1.4237,0.301,1.249,-25.86,1.249
4/4/2011,1.4221,0.29675,1.255,-26.2,1.255
4/5/2011,1.4223,0.29375,1.262,-27.35,1.262
4/6/2011,1.4331,0.29263,1.269,-28.67,1.269
4/7/2011,1.4308,0.2895,1.28,-29.9,1.28
4/8/2011,1.4483,0.28525,1.294,-32.1,1.294
4/11/2011,1.4436,0.28275,1.311,-31.52,1.311
4/12/2011,1.4477,0.28075,1.32,-31.25,1.32
4/13/2011,1.4443,0.278,1.327,-32.45,1.327
4/14/2011,1.4488,0.2755,1.332,-32.67,1.332
4/15/2011,1.443,0.27475,1.332,-32.85,1.332
4/18/2011,1.4235,0.274,1.338,-32.43,1.338
4/19/2011,1.4335,0.27375,1.343,-33.27,1.343
4/20/2011,1.4523,0.27375,1.349,-34.4,1.349
4/21/2011,1.4552,0.27375,1.356,-35.03,1.356
4/22/2011,1.4561,0.27375,1.356,-35.05,1.356
4/25/2011,1.4582,0.27375,1.356,-35.1,1.356
4/26/2011,1.4644,0.27275,1.361,-35.79,1.361
4/27/2011,1.4788,0.27325,1.365,-37.48,1.365
4/28/2011,1.4822,0.273,1.375,-38.69,1.375
4/29/2011,1.4807,0.273,1.385,-38.5,1.385
5/2/2011,1.483,0.273,1.395,-39.5,1.395
5/3/2011,1.4825,0.27225,1.402,-39.8,1.402
5/4/2011,1.4827,0.27025,1.415,-41.06,1.415
5/5/2011,1.4539,0.26825,1.424,-37.56,1.424
5/6/2011,1.4316,0.267,1.419,-38.45,1.419
5/9/2011,1.4365,0.26575,1.423,-36.62,1.423
5/10/2011,1.4409,0.264,1.426,-35.91,1.426
5/11/2011,1.4192,0.26225,1.42,-36.24,1.42
5/12/2011,1.4246,0.26075,1.42,-35.94,1.42
5/13/2011,1.4119,0.2605,1.425,-36.06,1.425
5/16/2011,1.4156,0.2605,1.426,-35.95,1.426
5/17/2011,1.4237,0.25975,1.428,-35.73,1.428
5/18/2011,1.425,0.26,1.431,-36.94,1.431
5/19/2011,1.4309,0.2585,1.434,-36.48,1.434
5/20/2011,1.4161,0.2575,1.435,-34.85,1.435
5/23/2011,1.4048,0.25675,1.434,-33.16,1.434
5/24/2011,1.41,0.255,1.434,-35.1,1.434
5/25/2011,1.4088,0.2545,1.435,-34.49,1.435
5/26/2011,1.4145,0.254,1.433,-33.49,1.433
5/27/2011,1.4319,0.25388,1.43,-32.7,1.43
5/30/2011,1.4282,0.25388,1.43,-32.83,1.43
5/31/2011,1.4396,0.25288,1.433,-33.98,1.433
6/1/2011,1.4328,0.25288,1.434,-35.69,1.434
6/2/2011,1.4491,0.252,1.435,-35.55,1.435
6/3/2011,1.4635,0.252,1.436,-36.44,1.436
6/6/2011,1.4576,0.25175,1.438,-37.75,1.438
6/7/2011,1.4691,0.25175,1.443,-39.22,1.443
6/8/2011,1.4583,0.25025,1.452,-39.41,1.452
6/9/2011,1.451,0.2495,1.464,-39,1.464
6/10/2011,1.4347,0.2485,1.469,-37.23,1.469
6/13/2011,1.4413,0.247,1.471,-37.53,1.471
6/14/2011,1.444,0.24525,1.477,-39.7,1.477
6/15/2011,1.4181,0.245,1.485,-36.78,1.485
6/16/2011,1.4204,0.2465,1.494,-35.35,1.494
6/17/2011,1.4306,0.2465,1.502,-38,1.502
6/20/2011,1.4304,0.2465,1.51,-39.04,1.51
6/21/2011,1.4412,0.2455,1.52,-38.8,1.52
6/22/2011,1.4357,0.2455,1.526,-38.13,1.526
6/23/2011,1.4256,0.2465,1.526,-35.19,1.526
6/24/2011,1.4188,0.24625,1.528,-34.96,1.528
6/27/2011,1.4287,0.24575,1.524,-34.82,1.524
6/28/2011,1.4371,0.24575,1.531,-36.25,1.531
6/29/2011,1.4435,0.24575,1.537,-37.66,1.537
6/30/2011,1.4502,0.24575,1.547,-37.84,1.547
7/1/2011,1.4526,0.24575,1.556,-38.15,1.556
7/4/2011,1.4539,0.24575,1.563,-38.04,1.563
7/5/2011,1.4429,0.24575,1.568,-37.56,1.568
7/6/2011,1.4319,0.24575,1.569,-37.86,1.569
7/7/2011,1.4364,0.24605,1.583,-38.3,1.583
7/8/2011,1.4265,0.24605,1.593,-37.8,1.593
7/11/2011,1.4029,0.24605,1.601,-35.15,1.601
7/12/2011,1.3976,0.249,1.599,-36.45,1.599
7/13/2011,1.4167,0.24925,1.605,-39.23,1.605
7/14/2011,1.4143,0.24975,1.606,-37.98,1.606
7/15/2011,1.4157,0.24975,1.608,-37.93,1.608
7/18/2011,1.4112,0.25125,1.608,-37.07,1.608
7/19/2011,1.4156,0.252,1.609,-37.57,1.609
7/20/2011,1.4215,0.253,1.604,-38.7,1.604
7/21/2011,1.4425,0.253,1.608,-39.35,1.608
7/22/2011,1.436,0.253,1.611,-38.96,1.611
7/25/2011,1.4377,0.2521,1.613,-37.95,1.613
7/26/2011,1.4511,0.2526,1.615,-37.8,1.615
7/27/2011,1.4369,0.25285,1.612,-36.02,1.612
7/28/2011,1.4334,0.25395,1.61,-34.83,1.61
7/29/2011,1.4398,0.2555,1.609,-32.38,1.609
8/1/2011,1.425,0.25722,1.609,-31.49,1.609
8/2/2011,1.4203,0.26444,1.605,-27.7,1.605
8/3/2011,1.4323,0.26828,1.601,-29.07,1.601
8/4/2011,1.4092,0.26939,1.602,-27.58,1.602
8/5/2011,1.4282,0.27161,1.564,-26.93,1.564
8/8/2011,1.4179,0.27478,1.56,-16.83,1.56
8/9/2011,1.4376,0.27839,1.555,-16.82,1.555
8/10/2011,1.4178,0.28061,1.545,-15.87,1.545
8/11/2011,1.4241,0.28617,1.535,-14.51,1.535
8/12/2011,1.4248,0.29006,1.535,-15.3,1.535
8/15/2011,1.4445,0.29172,1.538,-17.59,1.538
8/16/2011,1.4407,0.29283,1.536,-17.06,1.536
8/17/2011,1.4426,0.29589,1.535,-18.02,1.535
8/18/2011,1.4333,0.29778,1.535,-16.12,1.535
8/19/2011,1.4397,0.303,1.533,-13.92,1.533
8/22/2011,1.4358,0.30844,1.534,-14,1.534
8/23/2011,1.4442,0.31178,1.536,-14.7,1.536
8/24/2011,1.4414,0.31428,1.539,-16.23,1.539
8/25/2011,1.4379,0.319,1.539,-15.58,1.539
8/26/2011,1.4499,0.32278,1.54,-15.54,1.54
8/29/2011,1.4511,0.32278,1.54,-16.19,1.54
8/30/2011,1.4441,0.32556,1.54,-15.58,1.54
8/31/2011,1.4369,0.32722,1.542,-15.15,1.542
9/1/2011,1.4259,0.32944,1.543,-13.91,1.543
9/2/2011,1.4205,0.33056,1.541,-10.91,1.541
9/5/2011,1.4098,0.33278,1.537,-8.74,1.537
9/6/2011,1.3998,0.33561,1.534,-7.75,1.534
9/7/2011,1.4098,0.33683,1.532,-8.17,1.532
9/8/2011,1.3882,0.33683,1.532,-10.03,1.532
9/9/2011,1.3656,0.33794,1.53,-4.55,1.53
9/12/2011,1.3679,0.34289,1.527,-3.09,1.527
9/13/2011,1.3678,0.34711,1.528,-7.62,1.528
9/14/2011,1.3755,0.34911,1.529,-8.56,1.529
9/15/2011,1.3877,0.35022,1.531,-13.62,1.531
9/16/2011,1.3796,0.35133,1.535,-11.89,1.535
9/19/2011,1.3686,0.3525,1.536,-10.13,1.536
9/20/2011,1.3702,0.355,1.537,-8.17,1.537
9/21/2011,1.3573,0.35556,1.537,-7.64,1.537
9/22/2011,1.3465,0.35806,1.536,-5.02,1.536
9/23/2011,1.35,0.36022,1.537,-4.74,1.537
9/26/2011,1.3533,0.36278,1.535,-5.24,1.535
9/27/2011,1.3585,0.36522,1.537,-6.69,1.537
9/28/2011,1.3543,0.36856,1.544,-6.88,1.544
9/29/2011,1.3597,0.37211,1.55,-5.33,1.55
9/30/2011,1.3387,0.37433,1.554,-4.22,1.554
10/3/2011,1.3176,0.37761,1.557,-3.57,1.557
10/4/2011,1.3349,0.38094,1.557,-3.82,1.557
10/5/2011,1.3348,0.38361,1.558,-3.79,1.558
10/6/2011,1.3437,0.38778,1.556,-7.01,1.556
10/7/2011,1.3378,0.39111,1.566,-7.1,1.566
10/10/2011,1.3642,0.39417,1.567,-8.06,1.567
10/11/2011,1.364,0.3975,1.57,-9.15,1.57
10/12/2011,1.3791,0.40083,1.571,-10.64,1.571
10/13/2011,1.3777,0.40306,1.572,-9.84,1.572
10/14/2011,1.3882,0.40472,1.574,-10.79,1.574
10/17/2011,1.3737,0.40583,1.578,-9.74,1.578
10/18/2011,1.3752,0.40917,1.579,-9.2,1.579
10/19/2011,1.376,0.41167,1.582,-9.42,1.582
10/20/2011,1.378,0.41556,1.584,-8.6,1.584
10/21/2011,1.3896,0.41833,1.585,-8.42,1.585
10/24/2011,1.3929,0.42028,1.588,-8.67,1.588
10/25/2011,1.3908,0.42222,1.588,-8.29,1.588
10/26/2011,1.3906,0.42472,1.588,-7.55,1.588
10/27/2011,1.4189,0.42806,1.59,-9.63,1.59
10/28/2011,1.4147,0.42944,1.592,-9.35,1.592
10/31/2011,1.3858,0.42944,1.591,-7.77,1.591
11/1/2011,1.3703,0.43167,1.585,-3.05,1.585
11/2/2011,1.3747,0.43306,1.584,-4.55,1.584
11/3/2011,1.3823,0.435,1.58,-1.68,1.58
11/4/2011,1.3792,0.4375,1.488,-2.27,1.488
11/7/2011,1.3776,0.44139,1.476,-1.44,1.476
11/8/2011,1.3834,0.44417,1.474,-0.98,1.474
11/9/2011,1.3542,0.44917,1.47,2.26,1.47
11/10/2011,1.3606,0.45278,1.464,4.11,1.464
11/11/2011,1.375,0.45722,1.462,3.46,1.462
11/14/2011,1.3633,0.46056,1.459,4.35,1.459
11/15/2011,1.3539,0.46556,1.457,6.88,1.457
11/16/2011,1.3463,0.47111,1.458,9.21,1.458
11/17/2011,1.3458,0.47944,1.46,10.97,1.46
11/18/2011,1.3525,0.48778,1.465,10.14,1.465
11/21/2011,1.3489,0.495,1.467,13.02,1.467
11/22/2011,1.3505,0.50028,1.467,12.15,1.467
11/23/2011,1.3342,0.50611,1.471,14.49,1.471
11/24/2011,1.3347,0.51167,1.474,15.67,1.474
11/25/2011,1.3239,0.51806,1.475,16.58,1.475
11/28/2011,1.332,0.52306,1.477,18.32,1.477
11/29/2011,1.3317,0.52694,1.477,20.56,1.477
11/30/2011,1.3446,0.52889,1.473,10.6,1.473
12/1/2011,1.3461,0.52722,1.469,8.12,1.469
12/2/2011,1.3391,0.52833,1.469,9.71,1.469
12/5/2011,1.3401,0.5339,1.47,8.67,1.47
12/6/2011,1.3402,0.53775,1.472,7.73,1.472
12/7/2011,1.3412,0.54,1.472,5.6,1.472
12/8/2011,1.3341,0.54,1.47,8.54,1.47
12/9/2011,1.3386,0.54175,1.437,10.63,1.437
12/12/2011,1.3187,0.5435,1.43,13.77,1.43
12/13/2011,1.3037,0.54625,1.426,18.02,1.426
12/14/2011,1.2983,0.55505,1.423,19.36,1.423
12/15/2011,1.3016,0.55915,1.419,13.41,1.419
12/16/2011,1.3046,0.56315,1.417,11.9,1.417
12/19/2011,1.2998,0.56695,1.418,8.24,1.418
12/20/2011,1.3082,0.56975,1.418,10.51,1.418
12/21/2011,1.3047,0.57125,1.416,14.21,1.416
12/22/2011,1.305,0.57375,1.41,14.2,1.41
12/23/2011,1.3044,0.57575,1.404,15.7,1.404
12/26/2011,1.3061,0.57575,1.404,16.09,1.404
12/27/2011,1.3071,0.57575,1.396,16.54,1.396
12/28/2011,1.2941,0.57925,1.387,14.35,1.387
12/29/2011,1.2961,0.581,1.369,12.64,1.369
12/30/2011,1.2961,0.581,1.356,11.18,1.356
1/2/2012,1.2934,0.581,1.343,11.63,1.343
1/3/2012,1.305,0.5825,1.333,8.8,1.333
1/4/2012,1.2943,0.5825,1.319,10.42,1.319
1/5/2012,1.2789,0.5825,1.303,10.97,1.303
1/6/2012,1.2717,0.5815,1.288,9,1.288
1/9/2012,1.2765,0.5805,1.276,8.5,1.276
1/10/2012,1.2778,0.5795,1.267,6.88,1.267
1/11/2012,1.2707,0.5765,1.257,6.02,1.257
1/12/2012,1.2814,0.5715,1.245,4.7,1.245
1/13/2012,1.268,0.567,1.231,5.85,1.231
1/16/2012,1.2667,0.5649,1.222,6.23,1.222
1/17/2012,1.2736,0.5623,1.213,4.67,1.213
1/18/2012,1.2863,0.5612,1.204,4.72,1.204
1/19/2012,1.2968,0.5612,1.195,4.49,1.195
1/20/2012,1.2931,0.5611,1.182,4.96,1.182
1/23/2012,1.3013,0.5601,1.168,5.57,1.168
1/24/2012,1.3036,0.5591,1.158,5.18,1.158
1/25/2012,1.3106,0.5566,1.149,4.86,1.149
1/26/2012,1.3109,0.5531,1.142,3.57,1.142
1/27/2012,1.322,0.5511,1.138,4.13,1.138
1/30/2012,1.3144,0.54685,1.131,4.44,1.131
1/31/2012,1.3084,0.54235,1.125,4.41,1.125
2/1/2012,1.3161,0.5371,1.115,4.18,1.115
2/2/2012,1.3144,0.5306,1.108,3.76,1.108
